slide_name,x,y,labels,suffix,predictions,predictions_N,predictions_S,predictions_E,predictions_W,predictions_NE,predictions_SE,predictions_NW,predictions_SW,lr_preds
tumor_110,3000,12000,0,14,2.264976501464844e-06,2.9802322387695312e-08,2.086162567138672e-05,0.006653308868408203,0.001118481159210205,0.0019797682762146,4.693865776062012e-05,0.00399342179298401,0.15,0.14124229354289
tumor_110,3000,12300,0,15,2.086162567138672e-05,2.264976501464844e-06,0.002430647611618042,4.693865776062012e-05,0.15,0.006653308868408203,0.0008519887924194336,0.001118481159210205,0.15,0.152303530160188
tumor_110,3000,12600,0,16,0.002430647611618042,2.086162567138672e-05,0.15,0.0008519887924194336,0.15,4.693865776062012e-05,0.15,0.15,0.15,0.18444726276850598
tumor_110,3300,5100,1,17,0.00023418664932250977,0.15,0.15,0.003908216953277588,0.15,0.002209663391113281,0.019414067268371586,0.15,0.15,0.1878824365060677
tumor_110,3300,6000,1,18,0.18158668279647827,0.15,0.04167020320892334,0.4765026271343231,0.15,0.00739312171936035,0.6890158653259277,0.15,0.15,0.32686927786669473
tumor_110,3300,6300,1,19,0.04167020320892334,0.18158668279647827,0.5046760439872742,0.6890158653259277,0.15,0.4765026271343231,0.11102810502052307,0.15,0.15,0.3779712873197085
tumor_110,3300,6600,1,20,0.5046760439872742,0.04167020320892334,0.15,0.11102810502052307,0.15,0.6890158653259277,0.6406444907188416,0.15,0.15,0.4077825049324038
tumor_110,3300,9900,0,21,7.426738739013672e-05,0.15,3.275275230407715e-05,0.0024787187576293945,0.15,2.384185791015625e-07,0.06332477927207948,0.15,0.00018107891082763672,0.1661079044381256
tumor_110,3300,10200,0,22,3.275275230407715e-05,7.426738739013672e-05,1.1920928955078125e-07,0.06332477927207948,0.00018107891082763672,0.0024787187576293945,5.97834587097168e-05,0.15,8.630752563476562e-05,0.14331714542818738
tumor_110,3300,10500,0,23,1.1920928955078125e-07,3.275275230407715e-05,2.905726432800293e-05,5.97834587097168e-05,8.630752563476562e-05,0.06332477927207948,4.082918167114258e-06,0.00018107891082763672,0.0,0.13335836121429623
tumor_110,3300,10800,0,24,2.905726432800293e-05,1.1920928955078125e-07,5.364418029785156e-07,4.082918167114258e-06,0.0,5.97834587097168e-05,0.0007984638214111327,8.630752563476562e-05,0.000833660364151001,0.12968109107210965
tumor_110,3300,11100,0,25,5.364418029785156e-07,2.905726432800293e-05,4.202127456665039e-06,0.0007984638214111327,0.000833660364151001,4.082918167114258e-06,2.7418136596679688e-06,0.0,2.086162567138672e-07,0.1296807520995156
tumor_110,3300,11400,0,26,4.202127456665039e-06,5.364418029785156e-07,0.0019797682762146,2.7418136596679688e-06,2.086162567138672e-07,0.0007984638214111327,0.08664858341217041,0.000833660364151001,2.9802322387695312e-08,0.13502965671255773
tumor_110,3300,11700,0,27,0.0019797682762146,4.202127456665039e-06,0.006653308868408203,0.08664858341217041,2.9802322387695312e-08,2.7418136596679688e-06,0.03653603792190552,2.086162567138672e-07,2.264976501464844e-06,0.13872960333612813
tumor_110,3300,12000,0,28,0.006653308868408203,0.0019797682762146,4.693865776062012e-05,0.03653603792190552,2.264976501464844e-06,0.08664858341217041,0.007833808660507202,2.9802322387695312e-08,2.086162567138672e-05,0.1387199148365463
tumor_110,3300,12300,0,29,4.693865776062012e-05,0.006653308868408203,0.0008519887924194336,0.007833808660507202,2.086162567138672e-05,0.03653603792190552,0.0016933679580688474,2.264976501464844e-06,0.002430647611618042,0.1330855831829149
tumor_110,3300,12600,0,30,0.0008519887924194336,4.693865776062012e-05,0.15,0.0016933679580688474,0.002430647611618042,0.007833808660507202,0.03818300366401672,2.086162567138672e-05,0.15,0.15360973809407252
tumor_110,3600,4800,1,31,0.002209663391113281,0.15,0.003908216953277588,0.07426992058753967,0.15,0.0020056962966918945,0.022275745868682858,0.15,0.00023418664932250977,0.17007408623373893
tumor_110,3600,5100,1,32,0.003908216953277588,0.002209663391113281,0.019414067268371586,0.022275745868682858,0.00023418664932250977,0.07426992058753967,0.7677377462387085,0.15,0.15,0.2201422804448308
tumor_110,3600,5400,1,33,0.019414067268371586,0.003908216953277588,0.00739312171936035,0.7677377462387085,0.15,0.022275745868682858,0.31768691539764404,0.00023418664932250977,0.15,0.2615630465296281
tumor_110,3600,5700,1,34,0.00739312171936035,0.019414067268371586,0.4765026271343231,0.31768691539764404,0.15,0.7677377462387085,0.9920715093612672,0.15,0.18158668279647827,0.44135779398825586
tumor_110,3600,6000,1,35,0.4765026271343231,0.00739312171936035,0.6890158653259277,0.9920715093612672,0.18158668279647827,0.31768691539764404,0.9999324083328248,0.15,0.04167020320892334,0.5916608427426395
tumor_110,3600,6300,1,36,0.6890158653259277,0.4765026271343231,0.11102810502052307,0.9999324083328248,0.04167020320892334,0.9920715093612672,0.9996876716613771,0.18158668279647827,0.5046760439872742,0.7484235540726005
tumor_110,3600,6600,1,37,0.11102810502052307,0.6890158653259277,0.6406444907188416,0.9996876716613771,0.5046760439872742,0.9999324083328248,0.99934321641922,0.04167020320892334,0.15,0.7371238339021597
tumor_110,3600,6900,1,38,0.6406444907188416,0.11102810502052307,0.3680925071239472,0.99934321641922,0.15,0.9996876716613771,0.9182487726211548,0.5046760439872742,0.15,0.7186772214099008
tumor_110,3600,7200,1,39,0.3680925071239472,0.6406444907188416,0.0022526681423187256,0.9182487726211548,0.15,0.99934321641922,0.9900332689285278,0.15,0.15,0.6581938905037478
tumor_110,3600,7500,1,40,0.0022526681423187256,0.3680925071239472,0.004284083843231201,0.9900332689285278,0.15,0.9182487726211548,0.3383196592330933,0.15,0.15,0.4648717759683994
tumor_110,3600,7800,1,41,0.004284083843231201,0.0022526681423187256,0.923255741596222,0.3383196592330933,0.15,0.9900332689285278,0.24147653579711914,0.15,0.15,0.42553330374613085
tumor_110,3600,8100,1,42,0.923255741596222,0.004284083843231201,0.15,0.24147653579711914,0.15,0.3383196592330933,0.15,0.15,0.15,0.39622238572158497
tumor_110,3600,9300,0,43,1.5497207641601562e-06,0.15,2.384185791015625e-07,0.0007297992706298827,0.15,0.0,3.5762786865234375e-06,0.15,0.15,0.17417675027360172
tumor_110,3600,9600,0,44,2.384185791015625e-07,1.5497207641601562e-06,0.0024787187576293945,3.5762786865234375e-06,0.15,0.0007297992706298827,0.0001475512981414795,0.15,7.426738739013672e-05,0.14967746934195944
tumor_110,3600,9900,0,45,0.0024787187576293945,2.384185791015625e-07,0.06332477927207948,0.0001475512981414795,7.426738739013672e-05,3.5762786865234375e-06,0.00012624263763427734,0.15,3.275275230407715e-05,0.1425917064788911
tumor_110,3600,10200,0,46,0.06332477927207948,0.0024787187576293945,5.97834587097168e-05,0.00012624263763427734,3.275275230407715e-05,0.0001475512981414795,4.619359970092773e-06,7.426738739013672e-05,1.1920928955078125e-07,0.13557500779433432
tumor_110,3600,10500,0,47,5.97834587097168e-05,0.06332477927207948,4.082918167114258e-06,4.619359970092773e-06,1.1920928955078125e-07,0.00012624263763427734,2.9802322387695312e-08,3.275275230407715e-05,2.905726432800293e-05,0.1339430024346829
tumor_110,3600,10800,0,48,4.082918167114258e-06,5.97834587097168e-05,0.0007984638214111327,2.9802322387695312e-08,2.905726432800293e-05,4.619359970092773e-06,0.0015570521354675293,1.1920928955078125e-07,5.364418029785156e-07,0.1297114259949407
tumor_110,3600,11100,0,49,0.0007984638214111327,4.082918167114258e-06,2.7418136596679688e-06,0.0015570521354675293,5.364418029785156e-07,2.9802322387695312e-08,1.4901161193847654e-07,2.905726432800293e-05,4.202127456665039e-06,0.129749568022329
tumor_110,3600,11400,0,50,2.7418136596679688e-06,0.0007984638214111327,0.08664858341217041,1.4901161193847654e-07,4.202127456665039e-06,0.0015570521354675293,0.001690894365310669,5.364418029785156e-07,0.0019797682762146,0.13518918633820076
tumor_110,3600,11700,0,51,0.08664858341217041,2.7418136596679688e-06,0.03653603792190552,0.001690894365310669,0.0019797682762146,1.4901161193847654e-07,0.0010718703269958496,4.202127456665039e-06,0.006653308868408203,0.14069308196859814
tumor_110,3600,12000,0,52,0.03653603792190552,0.08664858341217041,0.007833808660507202,0.0010718703269958496,0.006653308868408203,0.001690894365310669,0.030788093805313114,0.0019797682762146,4.693865776062012e-05,0.14227439462723993
tumor_110,3600,12300,0,53,0.007833808660507202,0.03653603792190552,0.0016933679580688474,0.030788093805313114,4.693865776062012e-05,0.0010718703269958496,9.000301361083984e-06,0.006653308868408203,0.0008519887924194336,0.13565811591242946
tumor_110,3600,12600,0,54,0.0016933679580688474,0.007833808660507202,0.03818300366401672,9.000301361083984e-06,0.0008519887924194336,0.030788093805313114,5.364418029785156e-07,4.693865776062012e-05,0.15,0.14551668185839475
tumor_110,3600,12900,0,55,0.03818300366401672,0.0016933679580688474,0.15,5.364418029785156e-07,0.15,9.000301361083984e-06,0.0011815428733825686,0.0008519887924194336,0.15,0.16644873396995488
tumor_110,3900,4500,1,56,0.0020056962966918945,0.15,0.07426992058753967,0.15,0.15,0.15,0.07594481110572815,0.15,0.002209663391113281,0.19878842004904862
tumor_110,3900,4800,1,57,0.07426992058753967,0.0020056962966918945,0.022275745868682858,0.07594481110572815,0.002209663391113281,0.15,0.06562104821205139,0.15,0.003908216953277588,0.16898039902384573
tumor_110,3900,5100,1,58,0.022275745868682858,0.07426992058753967,0.7677377462387085,0.06562104821205139,0.003908216953277588,0.07594481110572815,0.00023543834686279297,0.002209663391113281,0.019414067268371586,0.20716354346916196
tumor_110,3900,5400,1,59,0.7677377462387085,0.022275745868682858,0.31768691539764404,0.00023543834686279297,0.019414067268371586,0.06562104821205139,0.9858510494232178,0.003908216953277588,0.00739312171936035,0.36847639627281104
tumor_110,3900,5700,1,60,0.31768691539764404,0.7677377462387085,0.9920715093612672,0.9858510494232178,0.00739312171936035,0.00023543834686279297,0.999964714050293,0.019414067268371586,0.4765026271343231,0.6872882620237045
tumor_110,3900,6000,1,61,0.9920715093612672,0.31768691539764404,0.9999324083328248,0.999964714050293,0.4765026271343231,0.9858510494232178,0.9996114373207092,0.00739312171936035,0.6890158653259277,0.8795789778591626
tumor_110,3900,6300,1,62,0.9999324083328248,0.9920715093612672,0.9996876716613771,0.9996114373207092,0.6890158653259277,0.999964714050293,0.9767128229141236,0.4765026271343231,0.11102810502052307,0.9172546692524403
tumor_110,3900,6600,1,63,0.9996876716613771,0.9999324083328248,0.99934321641922,0.9767128229141236,0.11102810502052307,0.9996114373207092,0.9997514486312866,0.6890158653259277,0.6406444907188416,0.9234344391600718
tumor_110,3900,6900,1,64,0.99934321641922,0.9996876716613771,0.9182487726211548,0.9997514486312866,0.6406444907188416,0.9767128229141236,0.9993568062782288,0.11102810502052307,0.3680925071239472,0.9098183128617612
tumor_110,3900,7200,1,65,0.9182487726211548,0.99934321641922,0.9900332689285278,0.9993568062782288,0.3680925071239472,0.9997514486312866,0.9811899662017822,0.6406444907188416,0.0022526681423187256,0.8969759824814777
tumor_110,3900,7500,1,66,0.9900332689285278,0.9182487726211548,0.3383196592330933,0.9811899662017822,0.0022526681423187256,0.9993568062782288,0.8133265972137451,0.3680925071239472,0.004284083843231201,0.7978756782713163
tumor_110,3900,7800,1,67,0.3383196592330933,0.9900332689285278,0.24147653579711914,0.8133265972137451,0.004284083843231201,0.9811899662017822,0.9890706539154052,0.0022526681423187256,0.923255741596222,0.769064672280208
tumor_110,3900,8100,1,68,0.24147653579711914,0.3383196592330933,0.15,0.9890706539154052,0.923255741596222,0.8133265972137451,0.0002681612968444824,0.004284083843231201,0.15,0.5667155904500208
tumor_110,3900,8700,0,69,8.195638656616211e-06,0.15,0.0,0.018949270248413086,0.15,0.0002681612968444824,0.012636303901672363,0.15,0.15,0.17682260075778725
tumor_110,3900,9000,0,70,0.0,8.195638656616211e-06,0.0007297992706298827,0.012636303901672363,0.15,0.018949270248413086,0.0007540881633758545,0.15,1.5497207641601562e-06,0.15182984951103504
tumor_110,3900,9300,0,71,0.0007297992706298827,0.0,3.5762786865234375e-06,0.0007540881633758545,1.5497207641601562e-06,0.012636303901672363,0.014867514371871947,0.15,2.384185791015625e-07,0.14016173509997512
tumor_110,3900,9600,0,72,3.5762786865234375e-06,0.0007297992706298827,0.0001475512981414795,0.014867514371871947,2.384185791015625e-07,0.0007540881633758545,0.03007954359054565,1.5497207641601562e-06,0.0024787187576293945,0.1327172137978549
tumor_110,3900,9900,0,73,0.0001475512981414795,3.5762786865234375e-06,0.00012624263763427734,0.03007954359054565,0.0024787187576293945,0.014867514371871947,0.00014844536781311035,2.384185791015625e-07,0.06332477927207948,0.13733771056045188
tumor_110,3900,10200,0,74,0.00012624263763427734,0.0001475512981414795,4.619359970092773e-06,0.00014844536781311035,0.06332477927207948,0.03007954359054565,3.209710121154785e-05,0.0024787187576293945,5.97834587097168e-05,0.13594988467756036
tumor_110,3900,10500,0,75,4.619359970092773e-06,0.00012624263763427734,2.9802322387695312e-08,3.209710121154785e-05,5.97834587097168e-05,0.00014844536781311035,2.443790435791016e-05,0.06332477927207948,4.082918167114258e-06,0.13322204713212307
tumor_110,3900,10800,0,76,2.9802322387695312e-08,4.619359970092773e-06,0.0015570521354675293,2.443790435791016e-05,4.082918167114258e-06,3.209710121154785e-05,8.255243301391603e-06,5.97834587097168e-05,0.0007984638214111327,0.12972027834677585
tumor_110,3900,11100,0,77,0.0015570521354675293,2.9802322387695312e-08,1.4901161193847654e-07,8.255243301391603e-06,0.0007984638214111327,2.443790435791016e-05,0.004003047943115234,4.082918167114258e-06,2.7418136596679688e-06,0.13000039763121227
tumor_110,3900,11400,0,78,1.4901161193847654e-07,0.0015570521354675293,0.001690894365310669,0.004003047943115234,2.7418136596679688e-06,8.255243301391603e-06,0.01270964741706848,0.0007984638214111327,0.08664858341217041,0.13701749888749032
tumor_110,3900,11700,0,79,0.001690894365310669,1.4901161193847654e-07,0.0010718703269958496,0.01270964741706848,0.08664858341217041,0.004003047943115234,0.04334750771522522,2.7418136596679688e-06,0.03653603792190552,0.1424266925566951
tumor_110,3900,12000,0,80,0.0010718703269958496,0.001690894365310669,0.030788093805313114,0.04334750771522522,0.03653603792190552,0.01270964741706848,0.00021708011627197263,0.08664858341217041,0.007833808660507202,0.1440156925106954
tumor_110,3900,12300,0,81,0.030788093805313114,0.0010718703269958496,9.000301361083984e-06,0.00021708011627197263,0.007833808660507202,0.04334750771522522,0.3338063061237335,0.03653603792190552,0.0016933679580688474,0.16022387403472343
tumor_110,3900,12600,0,82,9.000301361083984e-06,0.030788093805313114,5.364418029785156e-07,0.3338063061237335,0.0016933679580688474,0.00021708011627197263,1.1920928955078123e-06,0.007833808660507202,0.03818300366401672,0.16143223577576277
tumor_110,3900,12900,0,83,5.364418029785156e-07,9.000301361083984e-06,0.0011815428733825686,1.1920928955078123e-06,0.03818300366401672,0.3338063061237335,1.0281801223754885e-05,0.0016933679580688474,0.15,0.1659757700250302
tumor_110,3900,13200,0,84,0.0011815428733825686,5.364418029785156e-07,0.15,1.0281801223754885e-05,0.15,1.1920928955078123e-06,0.11835795640945435,0.03818300366401672,0.15,0.17351013078004368
tumor_110,4200,4800,1,85,0.07594481110572815,0.15,0.06562104821205139,0.01741895079612732,0.07426992058753967,0.15,0.027316033840179443,0.0020056962966918945,0.022275745868682858,0.17417141618580964
tumor_110,4200,5100,1,86,0.06562104821205139,0.07594481110572815,0.00023543834686279297,0.027316033840179443,0.022275745868682858,0.01741895079612732,0.04466933012008667,0.07426992058753967,0.7677377462387085,0.22516703567640795
tumor_110,4200,5400,1,87,0.00023543834686279297,0.06562104821205139,0.9858510494232178,0.04466933012008667,0.7677377462387085,0.027316033840179443,0.3041741251945496,0.022275745868682858,0.31768691539764404,0.38349791627553015
tumor_110,4200,5700,1,88,0.9858510494232178,0.00023543834686279297,0.999964714050293,0.3041741251945496,0.31768691539764404,0.04466933012008667,0.9984147548675536,0.7677377462387085,0.9920715093612672,0.7916352545311087
tumor_110,4200,6000,1,89,0.999964714050293,0.9858510494232178,0.9996114373207092,0.9984147548675536,0.9920715093612672,0.3041741251945496,0.9997707605361938,0.31768691539764404,0.9999324083328248,0.9369077727969763
tumor_110,4200,6300,1,90,0.9996114373207092,0.999964714050293,0.9767128229141236,0.9997707605361938,0.9999324083328248,0.9984147548675536,0.8913428783416748,0.9920715093612672,0.9996876716613771,0.9658796661297516
tumor_110,4200,6600,1,91,0.9767128229141236,0.9996114373207092,0.9997514486312866,0.8913428783416748,0.9996876716613771,0.9997707605361938,0.9005940556526184,0.9999324083328248,0.99934321641922,0.9636550785832615
tumor_110,4200,6900,1,92,0.9997514486312866,0.9767128229141236,0.9993568062782288,0.9005940556526184,0.99934321641922,0.8913428783416748,0.9974204301834106,0.9996876716613771,0.9182487726211548,0.9620385071537001
tumor_110,4200,7200,1,93,0.9993568062782288,0.9997514486312866,0.9811899662017822,0.9974204301834106,0.9182487726211548,0.9005940556526184,0.9955143332481384,0.99934321641922,0.9900332689285278,0.9642960109794176
tumor_110,4200,7500,1,94,0.9811899662017822,0.9993568062782288,0.8133265972137451,0.9955143332481384,0.9900332689285278,0.9974204301834106,0.988464057445526,0.9182487726211548,0.3383196592330933,0.9449086924645085
tumor_110,4200,7800,1,95,0.8133265972137451,0.9811899662017822,0.9890706539154052,0.988464057445526,0.3383196592330933,0.9955143332481384,0.9687013626098632,0.9900332689285278,0.24147653579711914,0.9135164551098285
tumor_110,4200,8100,1,96,0.9890706539154052,0.8133265972137451,0.0002681612968444824,0.9687013626098632,0.24147653579711914,0.988464057445526,0.00013998150825500488,0.3383196592330933,0.15,0.7124277879314386
tumor_110,4200,8400,0,97,0.0002681612968444824,0.9890706539154052,0.018949270248413086,0.00013998150825500488,0.15,0.9687013626098632,0.029088407754898068,0.24147653579711914,8.195638656616211e-06,0.3619504858832661
tumor_110,4200,8700,0,98,0.018949270248413086,0.0002681612968444824,0.012636303901672363,0.029088407754898068,8.195638656616211e-06,0.00013998150825500488,0.00017258524894714355,0.15,0.0,0.14319231846761507
tumor_110,4200,9000,0,99,0.012636303901672363,0.018949270248413086,0.0007540881633758545,0.00017258524894714355,0.0,0.029088407754898068,4.410743713378906e-05,8.195638656616211e-06,0.0007297992706298827,0.13386854253631555
tumor_110,4200,9300,0,100,0.0007540881633758545,0.012636303901672363,0.014867514371871947,4.410743713378906e-05,0.0007297992706298827,0.00017258524894714355,0.0011556744575500488,0.0,3.5762786865234375e-06,0.1315167312234834
tumor_110,4200,9600,0,101,0.014867514371871947,0.0007540881633758545,0.03007954359054565,0.0011556744575500488,3.5762786865234375e-06,4.410743713378906e-05,0.0004946887493133545,0.0007297992706298827,0.0001475512981414795,0.13294085759680802
tumor_110,4200,9900,0,102,0.03007954359054565,0.014867514371871947,0.00014844536781311035,0.0004946887493133545,0.0001475512981414795,0.0011556744575500488,0.2406144738197327,3.5762786865234375e-06,0.00012624263763427734,0.14884261649754682
tumor_110,4200,10200,0,103,0.00014844536781311035,0.03007954359054565,3.209710121154785e-05,0.2406144738197327,0.00012624263763427734,0.0004946887493133545,0.002484649419784546,0.0001475512981414795,4.619359970092773e-06,0.15016251492176316
tumor_110,4200,10500,0,104,3.209710121154785e-05,0.00014844536781311035,2.443790435791016e-05,0.002484649419784546,4.619359970092773e-06,0.2406144738197327,0.7257450222969055,0.00012624263763427734,2.9802322387695312e-08,0.19867544491355063
tumor_110,4200,10800,0,105,2.443790435791016e-05,3.209710121154785e-05,8.255243301391603e-06,0.7257450222969055,2.9802322387695312e-08,0.002484649419784546,0.011611223220825195,4.619359970092773e-06,0.0015570521354675293,0.1916421636873312
tumor_110,4200,11100,0,106,8.255243301391603e-06,2.443790435791016e-05,0.004003047943115234,0.011611223220825195,0.0015570521354675293,0.7257450222969055,8.493661880493164e-06,2.9802322387695312e-08,1.4901161193847654e-07,0.18003519518501476
tumor_110,4200,11400,0,107,0.004003047943115234,8.255243301391603e-06,0.01270964741706848,8.493661880493164e-06,1.4901161193847654e-07,0.011611223220825195,0.7381616830825806,0.0015570521354675293,0.001690894365310669,0.18280351775817136
tumor_110,4200,11700,0,108,0.01270964741706848,0.004003047943115234,0.04334750771522522,0.7381616830825806,0.001690894365310669,8.493661880493164e-06,0.06666067242622375,1.4901161193847654e-07,0.0010718703269958496,0.2029816206264438
tumor_110,4200,12000,0,109,0.04334750771522522,0.01270964741706848,0.00021708011627197263,0.06666067242622375,0.0010718703269958496,0.7381616830825806,0.01921367645263672,0.001690894365310669,0.030788093805313114,0.19699369564668437
tumor_110,4200,12300,0,110,0.00021708011627197263,0.04334750771522522,0.3338063061237335,0.01921367645263672,0.030788093805313114,0.06666067242622375,0.000640869140625,0.0010718703269958496,9.000301361083984e-06,0.1629201330206425
tumor_110,4200,12600,0,111,0.3338063061237335,0.00021708011627197263,1.1920928955078123e-06,0.000640869140625,9.000301361083984e-06,0.01921367645263672,0.12008538842201233,0.030788093805313114,5.364418029785156e-07,0.175227467783601
tumor_110,4200,12900,0,112,1.1920928955078123e-06,0.3338063061237335,1.0281801223754885e-05,0.12008538842201233,5.364418029785156e-07,0.000640869140625,0.07287198305130005,9.000301361083984e-06,0.0011815428733825686,0.16956740363506734
tumor_110,4200,13200,0,113,1.0281801223754885e-05,1.1920928955078123e-06,0.11835795640945435,0.07287198305130005,0.0011815428733825686,0.12008538842201233,0.0001620352268218994,5.364418029785156e-07,0.15,0.16227461432431792
tumor_110,4200,13500,0,114,0.11835795640945435,1.0281801223754885e-05,0.15,0.0001620352268218994,0.15,0.07287198305130005,0.008968114852905273,0.0011815428733825686,0.15,0.18157989573474825
tumor_110,4500,4800,1,115,0.01741895079612732,0.15,0.027316033840179443,0.021189421415328983,0.07594481110572815,0.15,0.990722358226776,0.15,0.06562104821205139,0.2668936792815513
tumor_110,4500,5100,1,116,0.027316033840179443,0.01741895079612732,0.04466933012008667,0.990722358226776,0.06562104821205139,0.021189421415328983,0.9988389015197754,0.07594481110572815,0.00023543834686279297,0.3522764990887056
tumor_110,4500,5400,1,117,0.04466933012008667,0.027316033840179443,0.3041741251945496,0.9988389015197754,0.00023543834686279297,0.990722358226776,0.9961885213851928,0.06562104821205139,0.9858510494232178,0.6491604147457376
tumor_110,4500,5700,1,118,0.3041741251945496,0.04466933012008667,0.9984147548675536,0.9961885213851928,0.9858510494232178,0.9988389015197754,0.9933466911315918,0.00023543834686279297,0.999964714050293,0.8544005541513997
tumor_110,4500,6000,1,119,0.9984147548675536,0.3041741251945496,0.9997707605361938,0.9933466911315918,0.999964714050293,0.9961885213851928,0.9775800704956056,0.9858510494232178,0.9996114373207092,0.9513195700651765
tumor_110,4500,6300,1,120,0.9997707605361938,0.9984147548675536,0.8913428783416748,0.9775800704956056,0.9996114373207092,0.9933466911315918,0.9808506965637208,0.999964714050293,0.9767128229141236,0.9650331800850738
tumor_110,4500,6600,1,121,0.8913428783416748,0.9997707605361938,0.9005940556526184,0.9808506965637208,0.9767128229141236,0.9775800704956056,0.9925589561462402,0.9996114373207092,0.9997514486312866,0.9622051118869998
tumor_110,4500,6900,1,122,0.9005940556526184,0.8913428783416748,0.9974204301834106,0.9925589561462402,0.9997514486312866,0.9808506965637208,0.9990863204002379,0.9767128229141236,0.9993568062782288,0.9624844147662776
tumor_110,4500,7200,1,123,0.9974204301834106,0.9005940556526184,0.9955143332481384,0.9990863204002379,0.9993568062782288,0.9925589561462402,0.7112891674041748,0.9997514486312866,0.9811899662017822,0.9602709125008123
tumor_110,4500,7500,1,124,0.9955143332481384,0.9974204301834106,0.988464057445526,0.7112891674041748,0.9811899662017822,0.9990863204002379,0.00034913420677185064,0.9993568062782288,0.8133265972137451,0.928984056388502
tumor_110,4500,7800,1,125,0.988464057445526,0.9955143332481384,0.9687013626098632,0.00034913420677185064,0.8133265972137451,0.7112891674041748,0.22219759225845334,0.9811899662017822,0.9890706539154052,0.8880138718275671
tumor_110,4500,8100,1,126,0.9687013626098632,0.988464057445526,0.00013998150825500488,0.22219759225845334,0.9890706539154052,0.00034913420677185064,0.00013884902000427246,0.8133265972137451,0.0002681612968444824,0.6477496216127185
tumor_110,4500,8400,0,127,0.00013998150825500488,0.9687013626098632,0.029088407754898068,0.00013884902000427246,0.0002681612968444824,0.22219759225845334,0.0987960696220398,0.9890706539154052,0.018949270248413086,0.3476518280979449
tumor_110,4500,8700,0,128,0.029088407754898068,0.00013998150825500488,0.00017258524894714355,0.0987960696220398,0.018949270248413086,0.00013884902000427246,0.0005491971969604492,0.0002681612968444824,0.012636303901672363,0.14190662948360244
tumor_110,4500,9000,0,129,0.00017258524894714355,0.029088407754898068,4.410743713378906e-05,0.0005491971969604492,0.012636303901672363,0.0987960696220398,0.012132406234741213,0.018949270248413086,0.0007540881633758545,0.14048314804580725
